"2025-06-28T00:45:31.913Z","::1","/","Localhost/Réseau local","Local","Local","0","0","auto-ip"
"2025-06-28T00:45:35.407Z","::1","/parcours","Localhost/Réseau local","Local","Local","0","0","auto-ip"
"2025-06-28T00:59:45.633Z","::1","/parcours","Localhost/Réseau local","Local","Local","0","0","auto-ip"
"2025-06-28T00:59:47.480Z","::1","/guide-ia","Localhost/Réseau local","Local","Local","0","0","auto-ip"
"2025-06-28T00:59:48.578Z","::1","/parcours","Localhost/Réseau local","Local","Local","0","0","auto-ip"
"2025-06-28T00:59:53.377Z","::1","/guide-ia","Localhost/Réseau local","Local","Local","0","0","auto-ip"
"2025-06-28T01:04:12.788Z","::1","/parcours","Localhost/Réseau local","Local","Local","0","0","auto-ip"
"2025-06-28T01:04:16.466Z","::1","/contact","Localhost/Réseau local","Local","Local","0","0","auto-ip"
"2025-06-28T01:04:25.544Z","::1","/","Localhost/Réseau local","Local","Local","0","0","auto-ip"
